Rank;PrimaryOutcomeMeasure;PrimaryOutcomeTimeFrame;OverallStatus;LastKnownStatus;LastUpdatePostDate
712;Number of Participants With Treatment-emergent Adverse Events (TEAEs) and Treatment-emergent Serious Adverse Events (TESAEs)|Number of Participants With Treatment-related Treatment-emergent Adverse Events|Number of Participants With Treatment-emergent Adverse Events (TEAEs) Greater Than or Equal to Grade 3, Based on National Cancer Institute Common Terminology Criteria (NCI-CTCAE), Version 4.03|Number of Participants Who Experienced Dose Limiting Toxicity (DLT)|Recommended Phase 2 Dose (RP2D);From start of study drug administration to 30 days after last dose of study treatment (maximum duration of 45 months)|From start of study drug administration to 30 days after last dose of study treatment (maximum duration of 45 months)|From start of study drug administration to 30 days after last dose of study treatment (maximum duration of 45 months)|Cycle 1 only (28-day cycle)|From start of study drug administration to 30 days after last dose of study treatment (maximum duration of 45 months);Completed,;January 26, 2023
713;MTD (maximum tolerated dose) and RD (recommended dose) of PM060184.;From treatment onset to end of treatment;Completed,;November 1, 2015
714;"Dose Escalation Stage - the dose limiting toxicities (DLTs), using NCI CTCAE v4.0, of oral CB-5083 in subjects with advanced tumors|Dose Escalation Stage - the pharmacokinetic profile (PK) of oral CB-5083 in subjects with advanced solid tumors; parameters include AUC, Cmax, Tmax and T1/2|Dose Expansion Stage - safety and tolerability of oral CB-5083 administered to subjects with RAS mutated metastatic colorectal cancer (mCRC) at the RP2D, using NCI CTCAE v4.0|Dose Expansion Stage - safety and tolerability of CB-5083 in subjects with advanced renal-cell carcinoma (RCC), pancreatic neuroendocrine tumors (pNET) or solid tumors with RAS-MAPK mutations, if such arms are opened per Sponsor, using NCI CTCAE v4.0|Food Effect Stage - the effect of a standard meal on the plasma concentration of oral CB-5083 in subjects with advanced solid tumors";the first 28 days of treatment with CB-5083|day 1 to day 5 of Cycle 1 and day 1 and day 2 of Cycle 2|day 1 of Cycle 1 through 28 days after the subjects's last treatment|from day 1 of Cycle 1 through 28 days after the subjects's last treatment|from day 1 of Cycle 1 through day 5 of Cycle 1;Terminated,;February 27, 2018
715;Safety of the combined regimen of SHR2150, chemotherapy, PD-1 or CD47 antibody|Identify a RP2D of SHR2150 when given in combined regimen|Object response rate (ORR);60 days after last dose|30 days|24 month;Unknown status;Recruiting;October 19, 2020
716;MTD and RP2D of ceritinib in combination with gemcitabine hydrochloride alone, defined as the highest dose level at which < 2 of 6 patients experience treatment-related dose limiting toxicity (DLT) (Arms 1 and 1E)|MTD and RP2D of ceritinib in combination with gemcitabine hydrochloride and cisplatin, defined as the highest dose level at which < 2 of 6 patients experience treatment-related DLT (Arms 3 and 3E)|MTD and RP2D of ceritinib in combination with gemcitabine hydrochloride and paclitaxel albumin-stabilized nanoparticle formulation, defined as the highest dose level at which < 2 of 6 patients experience treatment-related DLT (Arms 2 and 2E);Up to day 28|Up to day 28|Up to day 28;Completed,;July 25, 2022
717;Objective response rate (ORR )|Duration of response (DOR);"Throughout the duration of the study; up to 2 years|Throughout the duration of the study; up to 2 years";Active, not recruiting,;May 23, 2022
718;Maximum Tolerated Dose (MTD) of Gemzar + Adriamycin Given with Velcade;Prior to each 2 week cycle;Active, not recruiting,;September 23, 2022
719;Number of participants with dose-limiting toxicities (DLTs)|Number of participants with adverse events (AEs)|Number of participants with adverse events of special interest (AESIs)|Number of participants with serious adverse events (SAEs);Up to Day 28|through study completion, an average of 1 year|through study completion, an average of 1 year|through study completion, an average of 1 year;Active, not recruiting,;March 10, 2023
720;The maximum tolerated dose (MTD) in the pediatric cohort|6-month disease control rate in the adult cohort;2 months after inclusion ( treatment initiation)|6 months after inclusion ( treatment initiation);Not yet recruiting,;March 25, 2022
721;Maximum tolerated dose (MTD)/RP2D of LCL161 when administered in combination with once weekly paclitaxel;24 months;Completed,;December 19, 2020
722;Incidence and severity of Adverse Events (AEs) in Part A|MTD of CBP-1018 in Part A|Recommended Phase 2 dose (RP2D) of CBP-1018 in Part A|ORR in Part B;12 months|12 months|12 months|enrollment to end of treatment up to 3 years;Not yet recruiting,;June 18, 2021
723;Safety by Common Terminology Criteria for Adverse Events (CTCAE) V5.0;After CAR-NK cells infusion, up to 52 weeks.;Recruiting,;June 8, 2022
724;To establish the phase II recommended dose of daily oral BKM120|EXPANSION COHORT A:To evaluate the safety and tolerability of daily oral BKM120 (100 mg) + paclitaxel (200 mg/m2) + carboplatin (AUC 6), both given intravenously (IV) on day 1 of a 21-day cycle, with pegfilgrastim support|EXPANSION COHORT B: To obtain a preliminary description of efficacy of the regimen established in Group 1 among patients with tumors harboring PTEN mutation or homozygous deletion.;2 years|2 years|2 years;Completed,;March 31, 2017
725;Percent Change in Peripheral blood CRP level;Baseline and Within 28 days;Recruiting,;March 21, 2023
726;Evaluate the safety of MT-6402 in subjects with advanced cancer (solid tumors) and to estimate the maximum tolerated dose (MTD)|Evaluate the tolerability of MT-6402 in subjects with advanced cancer (solid tumors) and to estimate the maximum tolerated dose (MTD)|Confirm the recommended Phase 2 dose (RP2D)|Evaluate efficacy of MT-6402 in subjects with advanced cancer by objective response rate (ORR) with RECIST 1.1;28 days (Part 1)|28 days (Part 1)|28 days (Part 2)|up to 2 years (Part 2);Recruiting,;February 28, 2022
727;Rate and Severity of Dose-limiting toxicity （DLT）|Maximum tolerated dose (MTD);up to 28 days after last dose of study drug|up to 21days following first dose;Recruiting,;March 14, 2023
728;number of adverse events|maximum tolerated dose;21 days|21 days;Completed,;February 12, 2019
729;Percentage of Participants with Adverse Events|Percentage of Participants with Dose-Limiting Toxicities (DLTs);Up to 28 months|28 Days in Part A;Completed,;November 8, 2022
730;To determine the maximally tolerated dose of SU011248 (dosed on Schedule 4/2 or 2/1) when given in combination with gemcitabine;From screening until at least 28 days beyond discontinuation of study treatment;Completed,;April 30, 2010
731;Determine the maximally tolerated doses and dose limiting toxicities of LBH589 in combination with paclitaxel and carboplatin. Preliminary anti-tumor activity will also be assessed.;18 months;Completed,;December 30, 2010
732;Maximum Tolerated Dose (MTD) of VSV-IFNβ-NIS Monotherapy and Combination Therapy;21 days after VSV-IFNβ-NIS Monotherapy or Combination Therapy for each dose cohort;Completed,;April 27, 2022
733;Dose limiting toxicity (DLT)|Maximum tolerated dose (MTD);cycle1 (each cycle is 28-days)|cycle1 (each cycle is 28-days);Recruiting,;May 18, 2021
734;The safety and tolerability of STA-9090 (ganetespib) in cancer patients via assessment of dose limiting toxicities and evaluation of Adverse Events in relation to Study Drug.;Cycle 1;Unknown status;Active, not recruiting;September 18, 2014
735;To determine the MTD and recommended Phase II dose of IMC-A12 (anti-IGFR monoclonal antibody) IV once weekly in combination with temsirolimus IV weekly to children with refractory solid tumors.|To define toxicities and characterize pharmacokinetics.,;Withdrawn,;July 2, 2017
736;Dose limiting toxicities;Within the first 30 days of completion of first cycle;Completed,;April 26, 2017
737;Phase II: Bevacizumab plus dose-intense capecitabine in combination with alternating full-dose irinotecan hydrochloride and oxaliplatin as first-line treatment leads to an improved response rate in patients with metastatic colorectal cancer|Phase II: Determine the toxicity of bevacizumab in combination with this regimen in patients with metastatic colorectal cancer.;Courses repeat every 28 days in the absence of unacceptable toxicity.|at end of course 2 (each course is 28 days);Terminated,;January 16, 2012
738;Assess the safety and tolerability of CT-0508 by estimating the frequency and severity of adverse events in subjects with HER2 overexpressing solid tumors.|Assess the feasibility of manufacturing CT-0508 by describing the percentage of products passing release criteria.|Assess the safety and tolerability of CT-0508 in combination with pembrolizumab by estimating the frequency and severity of adverse events in subjects with HER2 overexpressing solid tumors (CT-0508 and pembrolizumab substudy only);14 months|12 months|14 months;Recruiting,;December 19, 2022
739;To determine the DLTs and MTD of carfilzomib given in combination with cyclophosphamide and etoposide in pediatric patients with relapsed/refractory leukemias and solid tumors;30 Days post treatment initiation;Recruiting,;April 20, 2022
740;Dose-limiting toxicity, incidence of treatment-emergent adverse events;single dose, and twice daily continuous dosing for 21 days;Completed,;May 13, 2019
741;Maximum Tolerated Dose (MTD);1 year;Completed,;April 23, 2021
742;Establish maximum tolerated dose of carboplatin in combination with 5'azacytidine;1 year;Active, not recruiting,;September 24, 2021
743,,;Completed,;August 9, 2012
744;Percentage of Participants With an Objective Response (Complete Response [CR] or Partial Response [PR]) as Determined by the Investigator Using Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) in Participants With Solid Tumors|Percentage of Participants With an Objective Response (CR or PR) as Determined by the Investigator Using Modified International Neuroblastoma Response Criteria (mINRC) in Participants With Neuroblastoma|Percentage of Participants With an Objective Response (CR or PR) as Determined by the Investigator Using Revised Response Criteria for Malignant Lymphoma for Participants With Hodgkin's Lymphoma or Non-Hodgkin's Lymphoma|Percentage of Participants With an Objective Response (CR or PR) as Determined by the Investigator Using Response Assessment in Neuro-Oncology (RANO) Criteria in Participants With Atypical Teratoid Rhabdoid Tumor (ATRT)|Percentage of Participants With Clinical Benefit as Determined by the Investigator According to RECIST v1.1 Criteria in Participants With Osteosarcoma|Progression-Free Survival (PFS) as Determined by the Investigator Using RECIST v1.1 in Participants With Solid Tumors|PFS as Determined by the Investigator Using mINRC in Participants With Neuroblastoma|PFS as Determined by the Investigator Using Revised Response Criteria for Malignant Lymphoma for Participants With Hodgkin's Lymphoma or Non-Hodgkin's Lymphoma|PFS as Determined by the Investigator Using RANO Criteria in Participants With ATRT|Percentage of Participants Adverse Events, Serious Adverse Events and Adverse Events of Special Interest|Maximum Serum Concentration (Cmax) of Atezolizumab|Minimum Serum Concentration (Cmin) of Atezolizumab|Atezolizumab Serum Concentration at Washout|Area Under the Concentration-Time Curve (AUC) of Atezolizumab|Percentage of Participants With Anti-Therapeutic Antibodies (ATAs) to Atezolizumab;"Baseline until disease progression, or death from any cause, whichever occurs first (up to approximately 42 months)|Baseline until disease progression, or death from any cause, whichever occurs first (up to approximately 42 months)|Baseline until disease progression, or death from any cause, whichever occurs first (up to approximately 42 months)|Baseline until disease progression, or death from any cause, whichever occurs first (up to approximately 42 months)|Baseline until disease progression, or death from any cause, whichever occurs first (up to approximately 42 months)|Baseline until first documented occurrence of progressive disease, or death from any cause, whichever occurs first (up to approximately 42 months)|Baseline until first documented occurrence of progressive disease, or death from any cause, whichever occurs first (up to approximately 42 months)|Baseline until first documented occurrence of progressive disease, or death from any cause, whichever occurs first (up to approximately 42 months)|Baseline until first documented occurrence of progressive disease, or death from any cause, whichever occurs first (up to approximately 42 months)|From baseline up to approximately 42 months|Predose (PRD; 0 hours [hr]), 0.5 hr post-infusion (P-I; infusion duration=30-60 minutes) on Day (D) 1 of Cycle (Cy) 1 and 4 (1 Cy=21 days)|PRD (0 hr) on D1 of Cy2,3,4,8, 12, 16 (1 Cy=21 days) and every 8 cycles thereafter; at any time during visit at study drug discontinuation visit, at least 90 days (maximum 150 days) after the last dose of study drug (up to approximately 42 months)|At least 90 days (maximum 150 days) after last dose of study drug (up to approximately 42 months)|PRD (0 hr), 0.5 hr P-I (infusion duration=30-60 minutes) on D1 of Cy1; at any time during visit on Cy1D8 (1 Cy=21 days)|PRD (0 hr) on D1 of Cy1,2,3,4,8,12,16 (1 Cy=21 days) & every 8 cycles thereafter; at any time during visit on Cy1D8, study drug discontinuation, at least 90 days (maximum 150 days) after last dose of study drug (up to approximately 42 months)";Terminated,;February 25, 2020
